,序號,券商,價格,買進股數,賣出股數
1444,2889,888A國泰館前,569.0,0,1000
1444,2890,888A國泰館前,570.0,20,4020
1445,2891,888A國泰館前,571.0,0,1000
1445,2892,888K國泰板橋,558.0,22000,0
1446,2893,888K國泰板橋,559.0,1000,2000
1446,2894,888K國泰板橋,560.0,6020,5020
1447,2895,888K國泰板橋,561.0,3035,1000
1447,2896,888K國泰板橋,562.0,3055,6200
1448,2897,888K國泰板橋,563.0,881,4000
1448,2898,888K國泰板橋,564.0,3940,2001
1449,2899,888K國泰板橋,565.0,1285,4022
1449,2900,888K國泰板橋,566.0,3050,0
1450,2901,888K國泰板橋,567.0,3000,2000
1450,2902,888K國泰板橋,568.0,1100,0
1451,2903,888K國泰板橋,569.0,3000,1000
1451,2904,888K國泰板橋,570.0,106,0
1452,2905,888K國泰板橋,572.0,0,1000
1452,2906,888K國泰板橋,573.0,1000,2306
1453,2907,8900法銀巴黎,559.0,0,8000
1453,2908,8900法銀巴黎,560.0,0,27000
1454,2909,8900法銀巴黎,561.0,0,10000
1454,2910,8900法銀巴黎,562.0,0,15000
1455,2911,8900法銀巴黎,563.0,0,9000
1455,2912,8900法銀巴黎,564.0,0,13000
1456,2913,8900法銀巴黎,565.0,0,6000
1456,2914,8900法銀巴黎,566.0,0,11000
1457,2915,8900法銀巴黎,567.0,0,8000
1457,2916,8900法銀巴黎,568.0,2000,0
1458,2917,8900法銀巴黎,573.0,0,1000
1458,2918,8960上海匯豐,558.0,0,20000
1459,2919,8960上海匯豐,560.0,3000,64000
1459,2920,8960上海匯豐,564.0,0,673
1460,2921,9100群益,558.0,1000,0
1460,2922,9100群益,559.0,0,6000
1461,2923,9100群益,560.0,3000,21000
1461,2924,9100群益,561.0,4100,4000
1462,2925,9100群益,562.0,2000,15000
1462,2926,9100群益,563.0,13000,27000
1463,2927,9100群益,564.0,11100,37000
1463,2928,9100群益,565.0,4000,19090
1464,2929,9100群益,566.0,1000,15000
1464,2930,9100群益,567.0,0,8000
1465,2931,9100群益,568.0,0,2000
1465,2932,9100群益,569.0,0,2000
1466,2933,9100群益,570.0,0,1000
1466,2934,9100群益,571.0,10000,1000
1467,2935,9100群益,572.0,1000,0
1467,2936,9100群益,573.0,0,3000
1468,2937,9100群益,574.0,0,4000
1468,2938,9101群益敦南,558.0,0,1000
1469,2939,9101群益敦南,560.0,7000,12010
1469,2940,9101群益敦南,561.0,2000,13381
1470,2941,9101群益敦南,562.0,3012,37250
1470,2942,9101群益敦南,563.0,3000,38396
1471,2943,9101群益敦南,564.0,1100,6994
1471,2944,9101群益敦南,565.0,2000,0
1472,2945,9101群益敦南,566.0,11000,3996
1472,2946,9101群益敦南,567.0,0,26
1473,2947,9101群益敦南,568.0,2030,2982
1473,2948,9101群益敦南,569.0,1000,0
1474,2949,9101群益敦南,570.0,0,2627
1474,2950,9101群益敦南,571.0,1010,948
1475,2951,9101群益敦南,573.0,0,1200
1475,2952,9103群益松山,560.0,1000,0
1476,2953,9103群益松山,561.0,1000,0
1476,2954,9103群益松山,562.0,1000,0
1477,2955,9103群益松山,563.0,0,3000
1477,2956,9103群益松山,565.0,1000,0
1478,2957,9103群益松山,566.0,0,1000
1478,2958,9103群益松山,568.0,2000,0
1479,2959,9103群益松山,569.0,1000,0
1479,2960,9103群益松山,572.0,1000,0
1480,2961,9103群益松山,573.0,0,1000
1480,2962,9105群益高盛,561.0,1000,0
1481,2963,9105群益高盛,562.0,0,2000
1481,2964,9105群益高盛,563.0,1010,1000
1482,2965,9105群益高盛,564.0,150,0
1482,2966,9105群益高盛,565.0,0,20
1483,2967,9105群益高盛,569.0,1000,0
1483,2968,9105群益高盛,571.0,0,100
1484,2969,9108群益海山,559.0,4000,0
1484,2970,9108群益海山,560.0,3000,25000
1485,2971,9108群益海山,561.0,2000,0
1485,2972,9108群益海山,562.0,2000,0
1486,2973,9108群益海山,563.0,3000,2000
1486,2974,9108群益海山,564.0,3000,0
1487,2975,9108群益海山,566.0,1000,0
1487,2976,9108群益海山,568.0,1000,0
1488,2977,9108群益海山,569.0,1000,0
1488,2978,9108群益海山,570.0,0,1000
1489,2979,9108群益海山,571.0,10000,0
1489,2980,9108群益海山,572.0,0,1000
1490,2981,9108群益海山,573.0,1000,0
1490,2982,910D群益大興,560.0,1000,0
1491,2983,910D群益大興,561.0,1000,0
1491,2984,910D群益大興,564.0,0,1000
1492,2985,910D群益大興,565.0,1100,0
1492,2986,910D群益大興,570.0,0,1000
1493,2987,9131群益民權,559.0,0,2000
1493,2988,9131群益民權,560.0,1000,0
1494,2989,9131群益民權,561.0,3000,0
1494,2990,9131群益民權,562.0,2210,0
1495,2991,9131群益民權,564.0,0,3000
1495,2992,9131群益民權,565.0,1105,1100
1496,2993,9134群益開元,560.0,2000,0
1496,2994,9134群益開元,562.0,1020,0
1497,2995,9134群益開元,563.0,0,1000
1497,2996,9134群益開元,566.0,1000,0
1498,2997,9134群益開元,570.0,1000,0
1498,2998,9135群益東大,560.0,0,1000
1499,2999,9135群益東大,561.0,2000,0
1499,3000,9135群益東大,563.0,1200,0
1500,3001,9135群益東大,564.0,1032,0
1500,3002,9135群益東大,565.0,0,100
1501,3003,9135群益東大,566.0,10,0
1501,3004,9135群益東大,569.0,1000,0
1502,3005,9135群益東大,572.0,0,1000
1502,3006,9136群益西松,559.0,0,1000
1503,3007,9136群益西松,560.0,4000,4000
1503,3008,9136群益西松,561.0,1000,0
1504,3009,9136群益西松,562.0,100,0
1504,3010,9136群益西松,563.0,0,1000
1505,3011,9136群益西松,564.0,1000,0
1505,3012,9136群益西松,565.0,0,100
1506,3013,9136群益西松,566.0,1000,0
1506,3014,9136群益西松,567.0,3000,0
1507,3015,9137群益士林,558.0,1000,0
1507,3016,9137群益士林,560.0,6000,1000
1508,3017,9137群益士林,562.0,0,3000
1508,3018,9137群益士林,563.0,5,1000
1509,3019,9137群益士林,564.0,1000,0
1509,3020,9137群益士林,565.0,5,1000
1510,3021,9137群益士林,566.0,0,2000
1510,3022,9137群益士林,569.0,1000,0
1511,3023,9137群益士林,571.0,0,100
1511,3024,9137群益士林,574.0,0,1000
1512,3025,9138群益中港,559.0,1000,0
1512,3026,9138群益中港,560.0,1000,1000
1513,3027,9138群益中港,562.0,1000,0
1513,3028,9138群益中港,564.0,0,1000
1514,3029,9138群益中港,566.0,0,1000
1514,3030,9138群益中港,568.0,1000,0
1515,3031,9138群益中港,569.0,0,1000
1515,3032,9138群益中港,572.0,2000,0
1516,3033,9138群益中港,574.0,0,1000
1516,3034,913D群益潭子,561.0,1000,0
1517,3035,913D群益潭子,562.0,1000,0
1517,3036,913E群益基隆,558.0,0,1000
1518,3037,913E群益基隆,561.0,1000,0
1518,3038,913E群益基隆,564.0,0,100
1519,3039,913E群益基隆,569.0,0,10
1519,3040,913g群益三重,559.0,1000,0
1520,3041,913g群益三重,560.0,3000,0
1520,3042,913g群益三重,561.0,2000,0
1521,3043,913g群益三重,562.0,4000,0
1521,3044,913g群益三重,563.0,2000,0
1522,3045,913g群益三重,570.0,0,1000
1522,3046,913H群益屏東,560.0,1000,0
1523,3047,913H群益屏東,561.0,0,1000
1523,3048,913H群益屏東,562.0,0,100
1524,3049,913I群益萬華,560.0,1000,0
1524,3050,913I群益萬華,561.0,1000,0
1525,3051,913I群益萬華,563.0,6100,0
1525,3052,913I群益萬華,565.0,21,0
1526,3053,913I群益萬華,566.0,0,2000
1526,3054,913I群益萬華,572.0,0,2000
1527,3055,913N群益土城,558.0,0,1000
1527,3056,913N群益土城,560.0,0,7000
1528,3057,913N群益土城,561.0,1000,200
1528,3058,913N群益土城,571.0,1000,0
1529,3059,913R群益北高,560.0,2000,0
1529,3060,913R群益北高,561.0,150,0
1530,3061,913R群益北高,562.0,70,0
1530,3062,913R群益北高,563.0,1050,0
1531,3063,913R群益北高,564.0,50,0
1531,3064,913R群益北高,565.0,50,0
1532,3065,913R群益北高,569.0,1,0
1532,3066,913R群益北高,571.0,50,0
1533,3067,913U群益崇德,560.0,20,0
1533,3068,913U群益崇德,561.0,10,40
1534,3069,913U群益崇德,562.0,3000,0
1534,3070,913U群益崇德,563.0,40,0
1535,3071,913U群益崇德,564.0,20,0
1535,3072,913U群益崇德,565.0,10,1000
1536,3073,913U群益崇德,568.0,0,1000
1536,3074,913Y群益館前,558.0,0,2000
1537,3075,913Y群益館前,559.0,0,1000
1537,3076,913Y群益館前,560.0,0,30000
1538,3077,913Y群益館前,561.0,30,0
1538,3078,913Y群益館前,562.0,32000,0
1539,3079,913Y群益館前,565.0,1000,0
1539,3080,913Y群益館前,566.0,1100,1000
1540,3081,913Y群益館前,569.0,1000,0
1540,3082,913Y群益館前,570.0,1000,1000
1541,3083,9183群益高雄,558.0,1000,0
1541,3084,9183群益高雄,560.0,1000,0
1542,3085,9183群益高雄,561.0,8000,0
1542,3086,9183群益高雄,563.0,6000,0
1543,3087,9183群益高雄,564.0,9000,2020
1543,3088,9183群益高雄,565.0,210,0
1544,3089,9183群益高雄,567.0,0,2000
1544,3090,9183群益高雄,572.0,0,2000
1545,3091,9184群益台中,558.0,1000,0
1545,3092,9184群益台中,559.0,1000,0
1546,3093,9184群益台中,560.0,0,1000
1546,3094,9184群益台中,561.0,1000,0
1547,3095,9184群益台中,562.0,0,2000
1547,3096,9184群益台中,563.0,100,0
1548,3097,9184群益台中,564.0,2000,0
1548,3098,9184群益台中,565.0,1050,1000
1549,3099,9184群益台中,567.0,1000,1000
1549,3100,9184群益台中,570.0,0,1000
1550,3101,9184群益台中,572.0,1000,1000
1550,3102,9185群益台南,560.0,1000,0
1551,3103,9185群益台南,563.0,1000,0
1551,3104,9185群益台南,564.0,9,0
1552,3105,9185群益台南,566.0,60,1000
1552,3106,9185群益台南,568.0,0,3000
1553,3107,9186群益新竹,560.0,2020,0
1553,3108,9186群益新竹,561.0,1070,2000
1554,3109,9186群益新竹,562.0,180,0
1554,3110,9186群益新竹,563.0,3350,2000
1555,3111,9186群益新竹,564.0,423,0
1555,3112,9186群益新竹,565.0,1411,1150
1556,3113,9186群益新竹,566.0,142,0
1556,3114,9186群益新竹,568.0,2144,0
1557,3115,9186群益新竹,570.0,2107,0
1557,3116,9186群益新竹,571.0,25,0
1558,3117,9186群益新竹,572.0,100,0
1558,3118,9186群益新竹,573.0,225,0
1559,3119,9187群益彰化,558.0,1000,0
1559,3120,9187群益彰化,560.0,50,0
1560,3121,9187群益彰化,561.0,2000,0
1560,3122,9187群益彰化,563.0,1000,2000
1561,3123,9187群益彰化,564.0,1000,0
1561,3124,9187群益彰化,565.0,50,1000
1562,3125,9187群益彰化,566.0,0,1000
1562,3126,9187群益彰化,567.0,1000,0
1563,3127,9187群益彰化,573.0,0,1000
1563,3128,9188群益三民,560.0,2000,2000
1564,3129,9188群益三民,561.0,2000,1000
1564,3130,9188群益三民,562.0,2000,0
1565,3131,9188群益三民,563.0,3005,0
1565,3132,9188群益三民,564.0,0,4000
1566,3133,9188群益三民,565.0,0,1003
1566,3134,9188群益三民,566.0,1000,0
1567,3135,9188群益三民,567.0,0,1000
1567,3136,9188群益三民,568.0,1002,0
1568,3137,9188群益三民,569.0,1000,1000
1568,3138,9189群益桃園,560.0,2000,1000
1569,3139,9189群益桃園,561.0,1000,0
1569,3140,9189群益桃園,562.0,1000,1000
1570,3141,9189群益桃園,564.0,2000,0
1570,3142,9189群益桃園,565.0,280,0
1571,3143,9189群益桃園,566.0,125,1000
1571,3144,9189群益桃園,571.0,0,1000
1572,3145,9189群益桃園,573.0,0,1000
1572,3146,918A群益中壢,559.0,1000,0
1573,3147,918A群益中壢,560.0,2000,0
1573,3148,918A群益中壢,562.0,5,0
1574,3149,918A群益中壢,563.0,105,1000
1574,3150,918A群益中壢,564.0,1002,0
1575,3151,918A群益中壢,565.0,25,0
1575,3152,918A群益中壢,566.0,1000,0
1576,3153,918A群益中壢,568.0,0,1000
1576,3154,918B群益板橋,558.0,1000,0
1577,3155,918c群益鳳山,559.0,2000,0
1577,3156,918c群益鳳山,560.0,1100,1000
1578,3157,918c群益鳳山,563.0,2235,0
1578,3158,918c群益鳳山,564.0,1000,0
1579,3159,918c群益鳳山,566.0,1010,2000
1579,3160,918c群益鳳山,568.0,0,1000
1580,3161,918C群益古亭,558.0,9000,2000
1580,3162,918C群益古亭,560.0,3000,0
1581,3163,918C群益古亭,561.0,1000,1000
1581,3164,918C群益古亭,562.0,2000,0
1582,3165,918C群益古亭,563.0,50,2000
1582,3166,918d群益內湖,559.0,1000,0
1583,3167,918d群益內湖,560.0,1000,0
1583,3168,918d群益內湖,561.0,1000,1000
1584,3169,918d群益內湖,562.0,2000,0
1584,3170,918d群益內湖,563.0,1000,0
1585,3171,918d群益內湖,565.0,0,2000
1585,3172,918d群益內湖,571.0,1000,0
1586,3173,918D群益東門,560.0,1000,0
1586,3174,918D群益東門,561.0,2000,50
1587,3175,918D群益東門,562.0,3000,0
1587,3176,918D群益東門,563.0,5080,1000
1588,3177,918D群益東門,565.0,0,2
1588,3178,918D群益東門,568.0,0,1000
1589,3179,918D群益東門,571.0,0,100
1589,3180,918e群益大安,560.0,0,1000
1590,3181,918e群益大安,561.0,0,123000
1590,3182,918e群益大安,562.0,0,200000
1591,3183,918e群益大安,573.0,1000,0
1591,3184,918E群益南京,560.0,20,0
1592,3185,918E群益南京,561.0,1000,0
1592,3186,918E群益南京,563.0,0,100
1593,3187,918E群益南京,565.0,1000,0
1593,3188,918E群益南京,566.0,20,0
1594,3189,918E群益南京,567.0,250,0
1594,3190,918E群益南京,570.0,0,20
1595,3191,918E群益南京,573.0,0,1000
1595,3192,918E群益南京,574.0,0,1000
1596,3193,918F群益新店,558.0,1000,0
1596,3194,918F群益新店,559.0,3000,0
1597,3195,918F群益新店,560.0,1000,0
1597,3196,918F群益新店,561.0,8000,0
1598,3197,918F群益新店,562.0,3000,0
1598,3198,918F群益新店,563.0,1000,1000
1599,3199,918F群益新店,564.0,0,1000
1599,3200,918F群益新店,565.0,2000,0
1600,3201,918F群益新店,566.0,2000,0
1600,3202,918F群益新店,567.0,1000,0
1601,3203,918F群益新店,569.0,0,1000
1601,3204,918F群益新店,572.0,0,1000
1602,3205,918F群益新店,573.0,1000,0
1602,3206,918g群益大甲,560.0,10010,1000
1603,3207,918g群益大甲,562.0,1000,0
1603,3208,918g群益大甲,563.0,10000,0
1604,3209,918g群益大甲,565.0,30,0
1604,3210,918g群益大甲,566.0,100,0
1605,3211,918G群益新莊,559.0,1000,0
1605,3212,918G群益新莊,560.0,1000,2000
1606,3213,918G群益新莊,564.0,1020,1000
1606,3214,918H群益中山,559.0,2000,0
1607,3215,918H群益中山,560.0,5000,3000
1607,3216,918H群益中山,564.0,2000,3000
1608,3217,918H群益中山,566.0,1000,5000
1608,3218,918H群益中山,568.0,0,30
1609,3219,918i群益竹南,561.0,5000,0
1609,3220,918i群益竹南,565.0,1000,5
1610,3221,918i群益竹南,569.0,300,0
1610,3222,918J群益永和,558.0,0,2000
1611,3223,918J群益永和,560.0,1020,0
1611,3224,918J群益永和,561.0,70,0
1612,3225,918J群益永和,562.0,1010,0
1612,3226,918J群益永和,563.0,20,400
1613,3227,918J群益永和,573.0,1000,0
1613,3228,918K群益東湖,560.0,3025,0
1614,3229,918K群益東湖,561.0,1025,1000
1614,3230,918K群益東湖,562.0,1,0
1615,3231,918K群益東湖,563.0,51,1
1615,3232,918K群益東湖,565.0,0,200
1616,3233,918K群益東湖,566.0,25,0
1616,3234,918K群益東湖,568.0,1000,0
1617,3235,918K群益東湖,572.0,1,0
1617,3236,918L群益建成,558.0,1000,0
1618,3237,918L群益建成,559.0,1000,0
1618,3238,918L群益建成,560.0,1000,0
1619,3239,918L群益建成,563.0,1000,1000
1619,3240,918L群益建成,569.0,0,200
1620,3241,918L群益建成,570.0,0,1000
1620,3242,918M群益嘉義,560.0,100,0
1621,3243,918M群益嘉義,561.0,7000,0
1621,3244,918M群益嘉義,562.0,5100,1000
1622,3245,918M群益嘉義,563.0,1000,0
1622,3246,918M群益嘉義,564.0,0,2000
1623,3247,918M群益嘉義,566.0,3000,0
1623,3248,918M群益嘉義,568.0,1000,0
1624,3249,918M群益嘉義,570.0,0,5000
1624,3250,918M群益嘉義,574.0,0,3000
1625,3251,918P群益天母,560.0,1000,0
1625,3252,918P群益天母,563.0,0,1000
1626,3253,918P群益天母,567.0,0,1000
1626,3254,918s群益丹鳳,560.0,5000,1000
1627,3255,918s群益丹鳳,561.0,1000,1300
1627,3256,918s群益丹鳳,562.0,1000,0
1628,3257,918s群益丹鳳,563.0,30,2000
1628,3258,918s群益丹鳳,564.0,1000,10
1629,3259,918s群益丹鳳,565.0,3100,1100
1629,3260,918s群益丹鳳,572.0,1000,0
1630,3261,918u群益瑞豐,560.0,5000,0
1630,3262,918u群益瑞豐,561.0,1000,0
1631,3263,918u群益瑞豐,562.0,150,0
1631,3264,918u群益瑞豐,563.0,1000,1000
1632,3265,918u群益瑞豐,565.0,0,1000
1632,3266,918u群益瑞豐,569.0,0,1000
1633,3267,918W群益忠孝,559.0,5000,0
1633,3268,918W群益忠孝,560.0,7000,1000
1634,3269,918W群益忠孝,561.0,15100,0
1634,3270,918W群益忠孝,562.0,10000,0
1635,3271,918W群益忠孝,563.0,20100,0
1635,3272,918W群益忠孝,564.0,10000,1000
1636,3273,918W群益忠孝,565.0,10000,0
1636,3274,918W群益忠孝,566.0,5000,0
1637,3275,918W群益忠孝,568.0,0,1000
1637,3276,918x群益延平,560.0,2000,20
1638,3277,918x群益延平,561.0,150,100
1638,3278,918x群益延平,568.0,0,1000
1639,3279,918X群益台北,562.0,1000,0
1639,3280,918X群益台北,563.0,1000,0
1640,3281,918z群益宜蘭,560.0,2000,0
1640,3282,918z群益宜蘭,561.0,0,1000
1641,3283,918z群益宜蘭,562.0,0,1000
1641,3284,918z群益宜蘭,564.0,1000,0
1642,3285,9200凱基,558.0,1000,0
1642,3286,9200凱基,559.0,24000,5000
1643,3287,9200凱基,560.0,158000,0
1643,3288,9200凱基,561.0,36000,0
1644,3289,9200凱基,562.0,30000,1000
1644,3290,9200凱基,563.0,53000,25000
1645,3291,9200凱基,564.0,19000,5000
1645,3292,9200凱基,565.0,14000,1000
1646,3293,9200凱基,566.0,38000,1000
1646,3294,9200凱基,567.0,4000,4000
1647,3295,9200凱基,568.0,0,1000
1647,3296,9200凱基,570.0,15000,0
1648,3297,9202凱基中港,559.0,0,1000
1648,3298,9202凱基中港,560.0,14080,0
1649,3299,9202凱基中港,561.0,1000,0
1649,3300,9202凱基中港,562.0,2000,0
1650,3301,9202凱基中港,563.0,1000,1100
1650,3302,9202凱基中港,564.0,0,1000
1651,3303,9202凱基中港,565.0,2030,1000
1651,3304,9202凱基中港,566.0,10,1000
1652,3305,9202凱基中港,570.0,1000,0
1652,3306,9202凱基中港,572.0,1000,0
1653,3307,9204凱基台中,559.0,0,1000
1653,3308,9204凱基台中,560.0,3050,0
1654,3309,9204凱基台中,561.0,2000,0
1654,3310,9204凱基台中,562.0,1000,0
1655,3311,9204凱基台中,564.0,1000,0
1655,3312,9204凱基台中,565.0,0,2000
1656,3313,9204凱基台中,566.0,1000,0
1656,3314,9204凱基台中,568.0,0,3000
1657,3315,9204凱基台中,571.0,1000,0
1657,3316,9204凱基台中,572.0,0,1000
1658,3317,9205凱基三重,558.0,1000,0
1658,3318,9205凱基三重,560.0,1000,0
1659,3319,9205凱基三重,561.0,210,0
1659,3320,9205凱基三重,563.0,1020,1000
1660,3321,9205凱基三重,564.0,1135,1000
1660,3322,9205凱基三重,566.0,2030,0
1661,3323,9205凱基三重,571.0,1000,0
1661,3324,9206凱基高雄,558.0,1000,1000
1662,3325,9206凱基高雄,559.0,2000,0
1662,3326,9206凱基高雄,560.0,1050,0
1663,3327,9206凱基高雄,561.0,2100,0
1663,3328,9206凱基高雄,562.0,3050,1000
1664,3329,9206凱基高雄,563.0,1000,1000
1664,3330,9206凱基高雄,564.0,0,3114
1665,3331,9206凱基高雄,565.0,1002,0
1665,3332,9206凱基高雄,566.0,1000,1000
1666,3333,9206凱基高雄,570.0,1000,0
1666,3334,9206凱基高雄,572.0,2000,0
1667,3335,9206凱基高雄,574.0,0,1000
1667,3336,9207凱基永和,560.0,1005,0
1668,3337,9207凱基永和,563.0,0,1000
1668,3338,9207凱基永和,565.0,1000,0
1669,3339,9207凱基永和,567.0,1000,0
1669,3340,9207凱基永和,572.0,0,1000
1670,3341,9208凱基桃園,558.0,1000,3000
1670,3342,9208凱基桃園,560.0,8000,3000
1671,3343,9208凱基桃園,561.0,5010,575
1671,3344,9208凱基桃園,562.0,3000,0
1672,3345,9208凱基桃園,563.0,7010,1000
1672,3346,9208凱基桃園,564.0,100,1000
1673,3347,9208凱基桃園,565.0,1010,100
1673,3348,9208凱基桃園,566.0,0,2000
1674,3349,9208凱基桃園,567.0,0,1000
1674,3350,9208凱基桃園,569.0,0,5000
1675,3351,9208凱基桃園,570.0,0,1000
1675,3352,9208凱基桃園,571.0,0,1000
1676,3353,9208凱基桃園,573.0,0,10
1676,3354,9209凱基岡山,560.0,2000,2000
1677,3355,9209凱基岡山,561.0,2000,0
1677,3356,9209凱基岡山,562.0,1000,0
1678,3357,9209凱基岡山,563.0,1000,0
1678,3358,9209凱基岡山,564.0,1100,0
1679,3359,9209凱基岡山,573.0,0,2000
1679,3360,920A凱基板橋,558.0,0,1000
1680,3361,920A凱基板橋,559.0,0,1000
1680,3362,920A凱基板橋,560.0,2085,0
1681,3363,920A凱基板橋,562.0,2000,0
1681,3364,920A凱基板橋,563.0,1225,2000
1682,3365,920A凱基板橋,564.0,1050,0
1682,3366,920A凱基板橋,565.0,25,0
1683,3367,920A凱基板橋,566.0,0,1000
1683,3368,920A凱基板橋,567.0,2000,0
1684,3369,920A凱基板橋,568.0,1000,0
1684,3370,920A凱基板橋,570.0,1000,0
1685,3371,920A凱基板橋,573.0,1000,0
1685,3372,920C凱基雙和,559.0,1000,0
1686,3373,920C凱基雙和,561.0,124,0
1686,3374,920C凱基雙和,562.0,1000,0
1687,3375,920C凱基雙和,564.0,1000,0
1687,3376,920C凱基雙和,565.0,1000,2008
1688,3377,920C凱基雙和,570.0,0,1000
1688,3378,920D凱基市府,560.0,1000,1000
1689,3379,920D凱基市府,561.0,2000,0
1689,3380,920D凱基市府,562.0,1100,0
1690,3381,920D凱基市府,563.0,5100,0
1690,3382,920D凱基市府,564.0,1200,0
1691,3383,920D凱基市府,565.0,1001,0
1691,3384,920D凱基市府,567.0,1000,0
1692,3385,920D凱基市府,568.0,0,2000
1692,3386,920D凱基市府,571.0,100,0
1693,3387,920E凱基東門,560.0,1000,0
1693,3388,920E凱基東門,563.0,100,0
1694,3389,920E凱基東門,564.0,2000,3000
1694,3390,920F凱基站前,558.0,3000,0
1695,3391,920F凱基站前,559.0,1000,1000
1695,3392,920F凱基站前,560.0,2000,41000
1696,3393,920F凱基站前,561.0,1200,4000
1696,3394,920F凱基站前,562.0,3050,2000
1697,3395,920F凱基站前,563.0,4000,44000
1697,3396,920F凱基站前,564.0,2000,1000
1698,3397,920F凱基站前,566.0,1000,2000
1698,3398,920F凱基站前,568.0,2000,0
1699,3399,920F凱基站前,569.0,1000,22
1699,3400,920F凱基站前,570.0,1000,0
1700,3401,920F凱基站前,574.0,1000,0
1700,3402,920G凱基彰化,558.0,1000,0
1701,3403,920G凱基彰化,559.0,1000,0
1701,3404,920G凱基彰化,560.0,3010,0
1702,3405,920G凱基彰化,561.0,1000,0
1702,3406,920G凱基彰化,562.0,2000,0
1703,3407,920G凱基彰化,563.0,0,1000
1703,3408,920G凱基彰化,565.0,50,0
1704,3409,920G凱基彰化,566.0,0,2000
1704,3410,920G凱基彰化,568.0,0,25
1705,3411,920G凱基彰化,570.0,0,2000
1705,3412,920G凱基彰化,572.0,0,1000
1706,3413,920G凱基彰化,573.0,2000,0
1706,3414,920H凱基基隆,558.0,1000,0
1707,3415,920H凱基基隆,561.0,1000,0
1707,3416,920H凱基基隆,562.0,6000,0
1708,3417,920H凱基基隆,563.0,2000,0
1708,3418,920H凱基基隆,564.0,0,1000
1709,3419,920H凱基基隆,565.0,1000,0
1709,3420,920H凱基基隆,566.0,0,1000
1710,3421,920H凱基基隆,570.0,0,1000
1710,3422,920M凱基宜蘭,560.0,0,1000
1711,3423,920M凱基宜蘭,564.0,1000,0
1711,3424,920M凱基宜蘭,565.0,0,1000
1712,3425,920M凱基宜蘭,569.0,0,1000
1712,3426,920M凱基宜蘭,572.0,1000,0
1713,3427,920M凱基宜蘭,574.0,1000,0
1713,3428,920N凱基湖口,558.0,1000,0
1714,3429,920N凱基湖口,560.0,5000,1000
1714,3430,920N凱基湖口,562.0,5100,1000
1715,3431,920N凱基湖口,565.0,1020,0
1715,3432,920N凱基湖口,566.0,0,1000
1716,3433,920V凱基新店,561.0,0,1000
1716,3434,920V凱基新店,563.0,20,100
1717,3435,920V凱基新店,565.0,1000,0
1717,3436,920V凱基新店,573.0,1000,0
1718,3437,920W凱基大里,558.0,0,1000
1718,3438,920W凱基大里,559.0,0,1000
1719,3439,920W凱基大里,560.0,6,0
1719,3440,920W凱基大里,561.0,6,0
1720,3441,920W凱基大里,562.0,2,15
1720,3442,920W凱基大里,563.0,4,0
1721,3443,920W凱基大里,564.0,1000,250
1721,3444,920W凱基大里,565.0,1018,0
1722,3445,920W凱基大里,566.0,8,0
1722,3446,920Z凱基台東,564.0,1000,0
1723,3447,920Z凱基台東,565.0,100,50
1723,3448,920Z凱基台東,572.0,1000,0
1724,3449,9211凱基台南,559.0,0,1000
1724,3450,9211凱基台南,560.0,2020,2000
1725,3451,9211凱基台南,561.0,1000,0
1725,3452,9211凱基台南,562.0,3000,0
1726,3453,9211凱基台南,563.0,2020,0
1726,3454,9211凱基台南,564.0,2030,1000
1727,3455,9211凱基台南,565.0,30,1000
1727,3456,9211凱基台南,566.0,2000,20
1728,3457,9211凱基台南,570.0,10,0
1728,3458,9212凱基東港,560.0,1000,0
1729,3459,9212凱基東港,562.0,0,2000
1729,3460,9215凱基高美,558.0,1000,0
1730,3461,9215凱基高美,560.0,2000,0
1730,3462,9215凱基高美,561.0,100,0
1731,3463,9215凱基高美,562.0,12000,0
1731,3464,9215凱基高美,563.0,1100,4130
1732,3465,9215凱基高美,564.0,2000,6015
1732,3466,9215凱基高美,565.0,3100,0
1733,3467,9215凱基高美,569.0,1000,0
1733,3468,9215凱基高美,570.0,0,1000
1734,3469,9215凱基高美,571.0,1000,1000
1734,3470,9215凱基高美,573.0,0,11000
1735,3471,9216凱基信義,560.0,1000,0
1735,3472,9216凱基信義,563.0,0,1000
1736,3473,9216凱基信義,564.0,0,1000
1736,3474,9216凱基信義,570.0,50,70
1737,3475,9217凱基松山,559.0,4000,0
1737,3476,9217凱基松山,560.0,8000,2000
1738,3477,9217凱基松山,561.0,4000,1000
1738,3478,9217凱基松山,562.0,2140,21000
1739,3479,9217凱基松山,563.0,0,33000
1739,3480,9217凱基松山,564.0,2100,31000
1740,3481,9217凱基松山,565.0,6020,11000
1740,3482,9217凱基松山,566.0,100,8200
1741,3483,9217凱基松山,567.0,1000,2000
1741,3484,9217凱基松山,568.0,0,3000
1742,3485,9217凱基松山,569.0,26180,0
1742,3486,9217凱基松山,570.0,1000,0
1743,3487,9217凱基松山,571.0,8000,0
1743,3488,9217凱基松山,574.0,0,22000
1744,3489,9218凱基大直,560.0,0,43000
1744,3490,9218凱基大直,561.0,1200,7000
1745,3491,9218凱基大直,562.0,1000,12000
1745,3492,9218凱基大直,563.0,400,6000
1746,3493,9218凱基大直,564.0,40,0
1746,3494,9218凱基大直,565.0,1000,30
1747,3495,9218凱基大直,570.0,0,10
1747,3496,9218凱基大直,572.0,2000,0
